POPTOT_FR	FAIBLEREV	MONOPCT	MENAGE1PCT	IMMREC_PCT	TX_CHOM	NOECOLEPCT	SCO_M9PCT	SCO_M13PCT	PARTIELPCT	FAIBREVPCT	INDICE_PAU	Dist_Min	N_1000	Dist_Moy_3
1930.00	1595.00	49.40	37.78	8.48	30.40	13.85	9.48	46.92	65.22	82.64	3.17	1231.47	0.06	1489.02
3340.00	1560.00	35.50	44.72	3.41	15.43	38.10	20.93	59.15	49.66	46.71	2.27	1186.77	0.36	1623.03
1065.00	590.00	25.00	55.08	3.72	13.48	58.82	27.06	59.41	50.00	55.40	2.30	1015.71	0.44	1527.94
3635.00	1695.00	33.53	39.33	4.95	16.52	37.76	17.64	51.03	50.45	46.63	2.22	529.86	1.81	991.68
2660.00	1420.00	40.43	41.20	5.26	15.35	47.14	28.03	62.37	46.49	53.38	2.70	455.84	1.14	989.22
2355.00	1205.00	28.04	45.96	4.25	15.06	43.86	20.50	49.31	46.51	51.17	2.19	681.26	1.52	1071.60
2085.00	1065.00	39.80	43.52	7.43	10.61	18.97	11.86	36.95	48.39	51.08	2.21	1209.42	0.14	1521.93
3315.00	1485.00	24.03	45.78	6.48	10.00	25.97	13.10	31.60	37.31	44.80	1.81	678.02	1.51	1140.33
3780.00	1855.00	32.60	46.09	5.50	15.11	48.76	21.33	48.00	48.01	49.07	2.32	403.97	2.63	1006.26
745.00	195.00	25.81	34.21	5.37	0.00	43.75	8.94	21.14	46.43	26.17	1.25	756.55	1.00	1043.19
2260.00	980.00	24.77	42.86	5.71	7.98	42.67	15.79	37.37	55.51	43.36	1.81	692.03	1.55	1252.59
1965.00	1070.00	36.36	39.68	3.47	16.75	38.98	20.67	54.00	50.57	54.45	2.40	703.93	0.68	1321.73
2990.00	1195.00	31.21	40.89	1.00	12.70	56.25	20.25	50.21	47.00	39.97	1.93	405.41	1.59	1212.21
1420.00	810.00	32.35	50.67	2.11	14.41	43.75	25.22	62.83	44.55	57.04	2.37	857.77	0.97	1511.93
700.00	310.00	32.35	29.82	2.07	8.97	37.93	18.52	51.85	32.26	44.29	1.92	916.73	0.74	1299.25
3665.00	1045.00	24.02	44.76	3.14	8.13	36.90	20.87	52.59	42.11	28.51	1.65	552.23	1.26	1138.82
3045.00	1370.00	31.95	31.42	2.78	11.82	46.15	22.30	59.23	49.47	44.99	2.11	748.91	1.00	1343.77
3670.00	1190.00	25.65	44.41	1.90	10.73	40.63	26.85	65.40	46.49	32.43	1.90	446.18	1.56	1030.28
4880.00	1225.00	23.53	37.71	2.87	8.38	33.96	23.28	54.32	43.97	25.10	1.66	507.69	1.78	1039.23
4380.00	1135.00	21.67	40.19	4.79	6.79	30.77	23.55	53.17	41.30	25.91	1.69	721.96	1.24	1108.16
6200.00	1805.00	21.43	35.42	4.75	10.65	35.95	23.30	56.46	38.65	29.11	1.79	628.30	1.55	971.10
3210.00	920.00	29.83	36.61	2.34	10.85	43.82	19.96	56.82	37.18	28.66	1.77	828.38	0.87	1094.30
5635.00	2400.00	32.97	42.05	10.06	12.71	37.29	17.18	41.69	47.75	42.59	2.27	1049.82	0.61	1286.37
1865.00	715.00	30.00	52.80	8.02	12.06	35.21	1.23	13.58	50.58	38.34	1.63	764.10	1.06	1481.48
2220.00	600.00	25.00	35.10	3.83	8.63	24.66	3.39	16.95	49.19	27.03	1.22	992.23	0.56	1384.37
6005.00	2810.00	24.56	49.30	14.38	14.26	23.48	6.94	27.74	49.45	46.79	2.08	598.73	1.39	977.34
3345.00	1715.00	22.00	57.36	13.17	16.06	22.89	9.04	26.58	52.68	51.27	2.13	353.52	2.07	793.92
5320.00	1140.00	21.14	30.82	5.62	8.72	27.46	9.00	25.13	44.01	21.43	1.30	715.27	0.88	1421.91
4150.00	1030.00	16.91	45.91	3.86	10.34	22.34	5.85	26.09	40.19	24.82	1.14	542.22	1.89	912.63
7425.00	2415.00	24.69	37.33	11.77	11.68	26.26	10.80	33.19	45.64	32.53	1.85	479.64	1.21	1075.93
4155.00	1395.00	28.26	36.34	10.83	10.75	29.79	15.00	41.41	47.28	33.57	1.99	669.54	1.45	1171.05
3820.00	1895.00	31.00	33.33	17.60	11.83	23.58	10.34	33.16	57.87	49.61	2.40	836.77	0.98	1247.90
4110.00	810.00	17.37	44.04	6.45	7.63	25.61	4.83	20.51	43.60	19.71	1.10	960.41	0.58	1473.60
2425.00	285.00	13.39	35.21	2.27	2.99	21.05	2.74	14.79	43.13	11.75	0.61	785.85	1.22	1257.39
2845.00	370.00	14.38	27.43	3.33	6.60	16.25	2.39	10.50	44.67	13.01	0.76	474.33	2.00	1176.45
3480.00	400.00	19.58	34.85	1.87	6.21	22.22	3.57	10.34	45.67	11.49	0.81	475.96	1.17	1419.51
1750.00	310.00	28.13	42.37	5.38	2.53	43.48	3.47	16.32	39.32	17.71	1.10	442.15	1.67	1327.76
1305.00	540.00	22.81	53.42	14.34	17.14	39.22	1.77	12.83	57.89	41.38	1.90	339.42	1.38	1326.78
3590.00	505.00	15.79	33.87	4.64	5.03	18.27	1.61	14.16	47.48	14.07	0.79	524.78	1.40	1446.87
2005.00	495.00	23.47	45.63	6.73	9.16	30.91	3.27	19.35	46.25	24.69	1.28	631.77	0.92	1342.13
3805.00	1480.00	26.49	46.84	18.27	8.99	30.21	5.43	21.88	48.52	38.90	2.02	666.11	1.92	1296.23
6550.00	1845.00	23.19	39.21	7.75	8.16	26.39	10.96	34.15	45.59	28.17	1.55	877.43	0.71	1437.64
5270.00	1750.00	24.31	29.98	18.47	11.92	23.46	5.47	22.64	47.39	33.21	1.98	561.26	1.16	1258.81
1985.00	485.00	16.33	37.08	12.85	13.22	16.95	2.19	15.63	53.42	24.43	1.44	750.17	0.73	1423.37
2030.00	470.00	20.51	32.18	11.30	6.58	18.97	7.62	15.87	53.22	23.15	1.45	923.15	0.87	1615.12
5925.00	1960.00	17.86	57.77	14.93	11.58	11.18	3.66	16.31	53.48	33.08	1.66	885.97	0.48	2069.20
6755.00	3165.00	21.52	39.22	20.34	11.57	20.50	5.80	22.36	58.70	46.85	2.16	853.02	0.88	1291.35
1770.00	535.00	20.00	37.21	4.55	10.13	11.81	0.57	5.10	68.57	30.23	1.15	950.11	0.48	1887.63
5280.00	1845.00	17.84	56.97	12.49	9.15	11.99	3.34	13.66	59.60	34.94	1.52	625.65	0.90	1483.28
5245.00	2285.00	21.65	25.29	15.43	12.56	29.50	17.84	45.32	48.64	43.57	2.28	533.09	1.00	1239.44
4405.00	2150.00	25.59	44.89	23.50	14.18	34.57	13.45	40.21	49.35	48.81	2.65	673.83	1.28	1255.92
4200.00	2515.00	20.47	25.00	25.79	17.88	28.21	12.82	43.99	53.37	59.88	2.83	728.80	1.16	1169.48
4560.00	2050.00	20.35	21.61	15.08	12.27	20.44	9.73	32.97	51.98	44.96	2.03	521.84	1.86	1073.63
6680.00	3360.00	30.66	28.40	19.13	15.72	32.42	16.16	50.43	49.57	50.30	2.70	638.31	2.13	1187.33
3760.00	1230.00	13.79	34.38	13.83	10.94	42.35	9.56	35.40	47.31	32.71	1.67	1366.08	0.10	1731.83
6980.00	4195.00	28.35	42.35	24.96	20.78	36.36	14.62	44.53	45.39	60.10	3.07	517.74	2.36	1072.16
6300.00	3105.00	22.89	45.63	18.55	13.25	14.29	6.04	21.48	55.57	49.29	2.19	748.84	0.93	1198.55
5905.00	3060.00	20.82	38.35	22.52	19.08	21.70	8.14	31.22	56.50	51.82	2.51	597.49	1.16	1385.47
6420.00	1610.00	16.18	35.45	8.72	8.93	26.24	7.54	32.02	50.36	25.08	1.33	555.53	1.00	1567.95
2000.00	445.00	18.70	18.67	3.25	7.05	35.29	21.79	50.96	36.99	22.25	1.48	680.69	1.71	992.86
5905.00	1430.00	15.27	14.36	0.85	9.05	35.87	25.09	53.31	40.16	24.22	1.48	859.26	0.73	1487.55
4035.00	1010.00	21.81	22.22	1.73	8.97	41.05	23.26	50.00	43.82	25.03	1.60	562.30	1.35	1115.07
6355.00	1080.00	19.51	14.93	0.79	8.48	32.62	19.05	50.28	50.92	16.99	1.29	1013.16	0.53	2540.54
5185.00	1010.00	13.65	44.77	0.67	5.80	27.84	25.55	54.36	38.80	19.48	1.32	1135.15	0.23	1653.41
6230.00	1630.00	21.11	14.96	2.81	8.50	27.83	26.88	54.20	41.24	26.16	1.73	813.24	0.87	1322.29
3265.00	945.00	24.34	16.52	4.13	6.93	44.44	23.86	49.46	44.90	28.94	1.76	1080.56	0.50	1700.47
4295.00	595.00	13.94	15.12	1.16	7.28	23.39	19.02	48.34	45.55	13.85	1.14	1556.65	0.00	2171.15
5200.00	1170.00	19.18	16.08	1.54	7.52	22.84	24.73	52.14	42.46	22.50	1.52	910.91	1.20	1141.83
3100.00	605.00	16.67	19.39	1.13	9.18	27.66	15.60	49.41	41.67	19.52	1.20	1770.22	0.00	3386.88
6005.00	630.00	13.49	10.53	0.58	6.53	28.26	11.59	44.46	35.32	10.49	0.85	3048.27	0.00	4077.86
3395.00	865.00	28.50	32.78	0.00	8.00	51.11	18.81	59.50	42.34	25.48	1.53	1729.31	0.00	2876.34
